"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"AT5G46240.1",12.1031887734388,-1.55213995666229,1.26108418623316,-1.23079804949304,0.218398405247877,0.753014457118513
"AT5G62260.3",219.427411573819,-0.538706352315644,1.51272342237278,-0.356116884519879,0.721753033020118,0.992112430825974
"AT5G62260.1",220.531130098327,0.499291025964698,0.743149319754795,0.671858282975272,0.501673920417381,0.95642831358075
"AT5G62260.2",8.47094993934854,-6.25343881466028,1.70630298073521,-3.66490528661318,0.000247430132531841,0.00607749173693542
"AT4G16955.1",1.33711337874369,4.17970878454396,3.94653252147945,1.05908383164092,0.289561602680539,NA
"AT3G25717.1",7.86761618819648,-0.791252352486516,1.40458454688651,-0.563335510304777,0.57320644193911,0.973531723817164
"AT1G45223.1",0,NA,NA,NA,NA,NA
"AT5G35715.1",0,NA,NA,NA,NA,NA
"AT5G41908.1",2.04197939595056,-0.608285092648791,1.76708205559666,-0.344231378912057,0.730672285705306,NA
"AT2G21390.1",994.260935102477,-0.0202795885951974,0.156669468551456,-0.129441867536155,0.897008020819365,0.99553412262921
"AT3G48330.2",80.5844566466703,-0.347873378410618,1.54823856421873,-0.224689777435018,0.822220617712603,0.995192718597623
"AT3G48330.3",30.5136873772578,0.3203132730335,0.55311071901276,0.579112394721301,0.562513337215006,0.972508606575885
"AT3G48330.4",8.33974044126109,0.259822454038213,3.24611995766882,0.0800409280699543,0.936204704481986,0.998267589300718
"AT3G48330.1",294.072715324299,0.0101412641594758,0.319396539537024,0.0317513275947693,0.974670361997565,0.999158681680959
"AT4G32710.1",96.4185781658763,0.431959911586182,0.257008539492164,1.68072201974188,0.0928169214675098,0.537187056782287
"AT3G46440.1",267.890292203452,-0.124124687331934,0.166588521381546,-0.745097479121297,0.45621279296295,0.942397176937536
"AT3G46440.2",11.5674381638347,0.459284393993031,2.32748024063078,0.197331167833484,0.843568390435685,0.995192718597623
"AT2G21930.1",1.16741124128551,1.53336541227734,3.91427690397569,0.391736570992184,0.695252865574677,NA
"AT2G21930.2",0.465344296930758,-2.10795894460256,3.98285002886661,-0.529258929993511,0.596625841760773,NA
"AT3G53910.1",0,NA,NA,NA,NA,NA
"AT4G25090.1",0,NA,NA,NA,NA,NA
"AT4G25090.2",6.14911414785097,0.982986086251748,1.32614764170675,0.74123427538328,0.458551404590133,0.94355639692746
"AT2G18870.1",0.0930688593861516,-0.368469528052863,4.07910184898451,-0.0903310438655984,0.9280241515466,NA
"AT1G56250.1",15817.7522409141,-0.185732400175341,0.0894602950946038,-2.07614338829232,0.0378806913106229,0.323893639024346
"AT3G16830.1",1024.45893982909,-0.183572014950608,0.0774276581728789,-2.3708842457915,0.0177455877314847,0.192356323287102
"AT5G20470.1",2.5297077700017,-0.535256721752198,1.71004730373368,-0.313006968043241,0.754275368237738,0.993342850060134
"AT5G04950.1",2.27541307869041,0.312144179926408,1.94548868381136,0.160445127501278,0.872530443435659,NA
"AT4G13720.1",65.8421060229841,-0.191013342711522,0.290981015968861,-0.656446064275076,0.511537160049634,0.959101281259606
"AT4G13720.2",14.8814145180763,1.50180278411607,2.36131710967819,0.636002160811321,0.524775013645172,0.962345388196265
"AT5G50110.1",62.5838273088005,0.0700942004994244,0.311451846721563,0.225056300796599,0.821935475809537,0.995192718597623
"AT5G50110.2",2.95811839552372,0.549199071784419,3.29985557159133,0.166431245207369,0.867817586715035,0.995192718597623
"AT3G03305.1",189.236681799645,-0.0479996495442278,0.231101439259786,-0.207699483386905,0.835463621080061,0.995192718597623
"AT5G66670.2",27.1242999688006,22.611154635805,3.90873905282004,5.78476954594645,NA,NA
"AT5G66670.4",81.2012443376859,0.0666959600964395,1.52500777267398,0.0437348328916995,0.965115773137905,0.998544933255957
"AT5G66670.3",25.025489234872,-0.240949688644378,1.48063657865857,-0.16273384847933,0.87072799498648,0.995192718597623
"AT5G66670.1",17.4280729264376,-1.52196701829017,2.16492479499113,-0.703011495739463,0.482048585417184,0.951678819872154
"AT4G08039.1",0,NA,NA,NA,NA,NA
"AT2G38310.1",1995.64959809759,-0.0501288772753302,0.141425293465399,-0.354454822380091,0.722998055532822,0.992112430825974
"AT2G26900.1",20.4964952209371,-0.121533115509904,1.4678084636044,-0.0827990289764808,0.934011341242519,0.997726411654765
"AT5G23000.1",184.906521778995,-0.719811708081071,0.298552935716291,-2.41100194293549,0.0159087636916269,0.178322020278688
"AT1G66852.1",0,NA,NA,NA,NA,NA
"AT1G69810.2",19.0591624948632,1.64177451086587,1.57513362964278,1.0423080810218,0.297268866968527,0.841462684336958
"AT1G69810.1",707.628492063352,-0.0921421623181849,0.158045753782861,-0.583009414126866,0.559886962796933,0.971548636125825
"AT1G72450.2",91.5970702083058,-1.40303914044061,1.41011501180136,-0.994982060823736,0.319744989347004,0.860567429640777
"AT1G72450.1",2294.99956615491,0.00462132308273208,0.078330449667613,0.0589977856930757,0.952953871802447,0.998544933255957
"AT5G03560.3",218.808390714568,-0.0321746237036485,0.476495925195643,-0.0675233973731003,0.946165036119572,0.998544933255957
"AT5G03560.4",92.5960130479625,0.153090485357462,0.576492191834247,0.265555175813168,0.790581810841503,0.994811579342181
"AT5G03560.1",161.572368442042,0.15754033481338,0.472153897217086,0.333663103792929,0.738633794366618,0.993056188786599
"AT5G03560.2",28.0364122820735,-3.59188902053821,1.78235102659352,-2.01525343041046,0.0438781017211814,0.353834310685243
"AT4G27340.3",7.12971289306136,-1.278610916471,1.45736761837562,-0.877342751649815,0.380300497908019,0.903968240494995
"AT4G27340.2",27.2338575706015,0.442416174128853,2.30728038156687,0.191747902709774,0.847939681200998,0.995192718597623
"AT4G27340.1",172.004446439711,-0.208199668580728,0.45931684487359,-0.45328115200745,0.650346303061978,0.986273030754068
"AT1G76280.4",4.41610417280337,-0.061383259530541,3.25092450165032,-0.0188817856272516,0.984935409915479,0.999445529311223
"AT1G76280.2",1.39603289079227,-3.66864421732825,3.93279583286021,-0.932833631147375,0.350905873957021,NA
"AT1G76280.5",61.6782751043604,-1.50601271210858,1.40067543321713,-1.07520463084692,0.282283122605927,0.826223958277615
"AT1G76280.3",10.8043827454467,0.70289585761301,3.74272145861562,0.187803411337215,0.851030761492635,0.995192718597623
"AT1G76280.1",73.2721543872849,0.99515290207191,1.44410701029852,0.689112991610086,0.490752165044881,0.95332742980818
"AT3G03272.1",6.52863532365477,-0.0156199579989013,1.46784674207696,-0.0106414093182505,0.991509544042715,0.99967184999232
"AT3G28960.1",0,NA,NA,NA,NA,NA
"AT3G28960.4",2.06436347307094,0.0418488556368614,1.82907027843582,0.0228798511080993,0.981746112675177,NA
"AT3G28960.3",0,NA,NA,NA,NA,NA
"AT3G28960.2",0,NA,NA,NA,NA,NA
"AT3G28960.5",0,NA,NA,NA,NA,NA
"AT1G65630.1",0.336742757672382,-1.62561388620198,4.01248411584053,-0.405139020933282,0.685375325166949,NA
"AT3G10210.1",221.186801050756,0.168690842090336,0.2231238179881,0.75604139267343,0.449624378705088,0.939004806873312
"AT4G27830.2",149.297415890071,-0.493940681150359,1.54283798358423,-0.320150713429329,0.748854083327955,0.993056188786599
"AT4G27830.1",198.624122562337,0.303395193948902,0.454825059060209,0.667059098669273,0.504734384653623,0.957122466934239
"AT1G71390.2",0,NA,NA,NA,NA,NA
"AT1G71390.1",1.86532424130522,-1.83190482316042,1.74074049126701,-1.05237100667835,0.29262936540256,NA
"AT5G46260.1",9.18539029198099,-1.74868798778747,1.39002166042262,-1.25802930815898,0.208381157094726,0.740723128035179
"AT2G32710.2",321.343115594141,-0.118001492540342,0.195228219689462,-0.604428461869085,0.545558817737054,0.968069953210883
"AT2G32710.1",32.8079212717734,-0.712682174025081,1.41640398886666,-0.50316306620637,0.614849629562945,0.980646409283116
"AT5G27680.2",3.97029279812244,-5.16240664579439,3.91603400235907,-1.31827421383075,0.187411869771917,0.714894254474164
"AT5G27680.3",7.57227652151449,-6.09372379671754,3.91162683791296,-1.55784895881552,0.119269057036722,0.606253050573741
"AT5G27680.5",38.0563084214108,0.822062303763652,2.36839146766827,0.347097308441576,0.728518215508112,0.992387414660427
"AT5G27680.4",31.0610600257162,-1.3225303682589,2.1942177117643,-0.602734341796691,0.546685431869488,0.968101921846241
"AT5G27680.1",22.0200614596557,-0.013811625836663,3.21379424640419,-0.00429760736926965,0.9965710159869,0.99967184999232
"AT5G27680.6",10.4739141391411,7.14569999828415,3.49475701206481,2.04469151177473,0.0408852809940748,0.339404383112667
"AT4G19380.1",4.85935886086451,2.26371587309271,1.62105281852323,1.39644794248897,0.162579646529376,0.685305280927039
"AT4G19380.2",0,NA,NA,NA,NA,NA
"AT5G61960.2",9.91947508389183,-0.0418066862837671,3.7440558608527,-0.0111661491808634,0.991090887101006,0.99967184999232
"AT5G61960.10",1051.59213083384,-0.193873837038685,0.0828157161083215,-2.34102711597761,0.0192307703460889,0.203907752823307
"AT5G61960.5",0,NA,NA,NA,NA,NA
"AT5G61960.9",22.5190008791682,-1.23599286396761,3.18284482772682,-0.388329601619427,0.697772133824279,0.990571292513063
"AT5G61960.6",9.84884309625502,-6.47279633130901,3.61899690706885,-1.78856089063407,0.0736855610904725,0.474277148618074
"AT5G61960.11",198.341229380738,1.05611163114997,1.20409330113567,0.877101159979775,0.380431694703834,0.903968240494995
"AT5G61960.1",751.364683348083,0.0393365448678841,0.138772209503517,0.283461256462065,0.776823277056822,0.994811579342181
"AT5G61960.3",7.2290418672038,-6.0268233200517,3.91185764736941,-1.5406550706426,0.12340075715663,0.612883261081347
"AT5G61960.8",12.2551776050813,-1.30837768080434,3.13415528474109,-0.417457835345394,0.676343559189244,0.988883481791523
"AT5G61960.4",0,NA,NA,NA,NA,NA
"AT5G61960.7",11.5965879953061,-6.70891076581764,3.90993805906615,-1.71586113755981,NA,NA
"AT4G29180.2",59.5507583341726,-0.681741810561489,1.56090180749703,-0.436761497287704,0.662284324743812,0.987827042450999
"AT4G29180.1",7.449631681572,6.65516971914361,3.91394577632891,1.70037351038262,0.089060691205585,0.525757764649364
"AT4G29180.3",48.9476833237366,-0.342290215580866,2.52411955575374,-0.135607766597511,0.89213136531889,0.995192718597623
"AT3G09680.1",8.13693883897318,-1.61685535904212,1.3807604366079,-1.17098905514286,0.24160317653433,0.781805208970812
"AT1G56233.1",0.0930688593861516,-0.368469528052863,4.07910184898451,-0.0903310438655984,0.9280241515466,NA
"AT1G15210.1",4165.39233877538,-0.0580161594541887,0.139499121571691,-0.415889066544215,0.677491180401414,0.988883481791523
"AT3G63470.1",85.3792325153679,-0.26901308428946,0.360036032085923,-0.747183782497803,0.454952632042993,0.942170107023787
"AT2G16970.1",9.06595163847415,4.91732365606778,3.86085649682545,1.2736354381757,0.20279264684992,0.732271104996387
"AT2G16970.8",3.10833392271437,5.39451691372753,3.92394843826081,1.37476753290838,0.16920352672267,0.69447542281734
"AT2G16970.6",1.71924646823414,-3.96172154486999,3.92802848511823,-1.00857760066644,0.313177254201672,NA
"AT2G16970.3",3.7836957251262,-1.75430692110341,3.80261007186218,-0.461342837669471,0.644552655616531,0.985440884594023
"AT2G16970.7",0,NA,NA,NA,NA,NA
"AT2G16970.4",2.10847054460111,-4.24748628289429,3.92421919154314,-1.08237742989683,0.27908485299544,NA
"AT2G16970.2",9.0290122273848,6.9317314162389,3.53569213093687,1.9605019779825,0.0499371470178528,0.381084654776883
"AT2G16970.5",1.30296403140612,-3.57003354022894,3.93462803255896,-0.907336986034509,0.36422862105665,NA
"AT1G15250.1",29.2871163614682,-0.782995440331827,3.12186338644762,-0.250810283284945,0.801960790742301,0.995085139083671
"AT1G15250.2",60.5740196994595,-0.200579797401665,0.956820879642678,-0.209631501223689,0.833955291465801,0.995192718597623
"AT1G79700.2",12.1514613995507,0.183704499289828,1.7095762440592,0.10745616051241,0.914427102726209,0.996758687552411
"AT1G79700.3",3.21122153141627,-4.85397857573004,3.91823987359996,-1.23881608383265,0.21541361610909,0.750070238711236
"AT1G79700.1",17.8249834510298,0.101896430766281,1.13861761649081,0.0894913527513506,0.928691425515463,0.997247530604325
"AT1G79700.4",8.62022525062695,0.684463599549452,2.36332243091688,0.28961922021106,0.772107561314753,0.994811579342181
"AT2G46620.1",1863.63638777825,-0.0185824329462099,0.138141169016901,-0.134517704450123,0.892993212195064,0.995192718597623
"AT3G46920.1",173.490020665749,-0.286256128351202,1.52225267705667,-0.188047708941913,0.850839251917067,0.995192718597623
"AT3G46920.2",438.947951567188,-0.139569965678095,0.328458874367056,-0.424923716696794,0.670892284929353,0.988807839201143
"AT2G43750.2",312.163176327736,0.0929102204602779,0.148679104113657,0.624904360395212,0.532033830344062,0.96480234660275
"AT2G43750.1",9.56939514650103,1.45526651574231,3.18275300906146,0.457235139390047,0.647502043782324,0.985771022661271
"AT1G62895.1",0,NA,NA,NA,NA,NA
"AT2G24490.2",17.0827670463553,-0.559135606531017,1.45195760657281,-0.38509086215733,0.700170097894166,0.990867271688637
"AT2G24490.1",45.9850479928639,-0.290108313667386,0.530770627633109,-0.546579442349852,0.584667695717726,0.976600174639151
"AT3G57080.1",48.6779518881292,-0.303524159814416,1.46023993286594,-0.20785910108533,0.835338984256056,0.995192718597623
"AT3G13820.1",0.686469308621377,-2.61093328646683,3.96067416254283,-0.659214360817441,0.509758126377035,NA
"AT2G15080.2",2.40104036047256,2.00988089238925,3.3528018576509,0.599463069314049,0.548864130158457,NA
"AT2G15080.1",0,NA,NA,NA,NA,NA
"AT1G73360.1",9.19494496313665,0.555316619084425,1.00425432867438,0.552964127939029,0.580287973943437,0.97517569330476
"AT1G16360.1",14.925572766688,-0.149231549871003,2.31496475617882,-0.064463853919457,0.948600887617103,0.998544933255957
"AT1G16360.4",0,NA,NA,NA,NA,NA
"AT1G16360.5",0,NA,NA,NA,NA,NA
"AT1G16360.3",0,NA,NA,NA,NA,NA
"AT1G16360.2",47.9361375256153,-1.02564645693629,1.41480784425039,-0.724936931262005,0.468490722864924,0.948199437865519
"AT1G10225.1",0,NA,NA,NA,NA,NA
"AT3G49770.1",2.97705025373477,2.3594808841782,3.4541210081551,0.683091553135377,0.494548992598599,0.954500481624716
"AT4G31660.1",1.75457600980029,-0.981069333532412,2.19568029752342,-0.446817933666843,0.655006521642451,NA
"AT1G26670.1",318.447135129629,-0.0732761479914191,0.225565145729322,-0.324855809413705,0.74529020340496,0.993056188786599
"AT1G34855.1",0,NA,NA,NA,NA,NA
"AT1G52200.1",5202.71042178365,-0.392223603461892,0.179095825321215,-2.19002091622417,0.0285227199333221,0.266893394124439
"AT1G52200.2",1662.71622877957,-0.173755352171303,0.171573703749076,-1.01271551743977,0.311196063763761,0.854101377382813
"AT1G57800.2",0,NA,NA,NA,NA,NA
"AT1G57800.1",0,NA,NA,NA,NA,NA
"AT4G23200.1",1.02375745324767,-3.2258627856178,3.94208663770477,-0.818313518217352,0.413178189053124,NA
"AT4G23200.2",6.71236660044855,-0.978703809397596,1.43657954141511,-0.681273665106993,0.495698343582176,0.954700889374696
"AT1G69460.1",244.592473303838,0.588757350605613,0.270377002596722,2.17754226487882,0.0294401319251299,0.272717821055699
"AT1G04310.2",83.7356123364573,1.63513542161695,1.50722610954953,1.08486405009641,0.277981872367509,0.822602282844968
"AT1G04310.1",54.4679758678038,-8.94357892148283,1.38883349897071,-6.43963364082958,1.19762225313782e-10,1.0896451404214e-08
"AT1G08080.1",12.2614293315194,1.33465594831791,0.782969618844482,1.70460758143798,0.0882676364486197,0.523424483083252
"AT2G37678.1",63.8020065573224,-0.0879498088636408,0.529672348095613,-0.166045686885215,0.868120996251598,0.995192718597623
"AT2G37678.2",3.90115374035646,-1.98523943012639,3.22765830362878,-0.615071126920229,0.53850774896656,0.965582582532943
"AT3G56070.2",39.4196407564829,-0.317576718167723,1.44674028019918,-0.219511907226362,0.82625130541991,0.995192718597623
"AT3G56070.1",88.6647303825509,0.270842376863634,0.511667749357952,0.529332515491724,0.596574803292039,0.97907842002902
"AT5G15420.1",0.517760368671495,-0.464173460807981,4.02783988832716,-0.115241289047555,0.908253872738017,NA
"AT5G06020.1",0,NA,NA,NA,NA,NA
"AT3G15251.1",0,NA,NA,NA,NA,NA
"AT1G75550.2",0.322222366055423,-1.51089362568008,4.02105679727083,-0.375745407701169,0.707106176877842,NA
"AT1G75550.1",0.429811617058534,-1.97838123292758,3.98989267965794,-0.495848232463535,0.620001492235475,NA
"AT1G71890.1",0.962304641812502,-1.84511707904334,3.40590162824531,-0.541741154160675,0.587996834757492,NA
"AT1G05430.1",306.30458505444,0.122010269449634,0.1248320020607,0.977395759384733,0.328373261596547,0.868340690251836
"AT4G29810.3",78.5410184066664,-0.647634954770466,0.91532805360657,-0.707544090032704,0.479228423497017,0.951341675170544
"AT4G29810.1",758.34478618169,-0.191158198704908,0.35324385539385,-0.541150810653949,0.588403638695031,0.977069504177616
"AT4G29810.2",611.956780310854,-0.0165044200010189,0.196079356141944,-0.0841721450220959,0.932919564628273,0.997529408193443
"AT3G02780.1",771.297862483837,-0.157710438231534,0.235964630925701,-0.668364735904816,0.503900799792975,0.957122466934239
"AT3G02780.2",147.404988288025,0.408282387779444,0.435964796765309,0.9365031094454,0.349014212361222,0.882144400412784
"AT4G26560.1",24.8247113879661,0.201706404020564,0.661199269343518,0.3050614442161,0.760319355441992,0.993937033076855
"AT1G80870.1",103.785029534651,-1.09189686619004,0.322268036766668,-3.3881637072826,0.000703622542505156,0.0147674399871788
"AT4G23670.1",76.0186721404438,0.368578611267818,0.384105235023095,0.95957716183081,0.337268067790475,0.87347253572689
"AT2G46225.3",11.1941040907872,-2.46284985111254,1.96492906634965,-1.25340394892112,0.210058735078622,0.742706195975685
"AT2G46225.2",5.65754639337369,-2.10435976575687,2.04848143525566,-1.02727792868391,0.304289612205661,0.847630293425263
"AT2G46225.1",76.6194950101339,1.27542039771408,0.351872502737974,3.62466628619697,0.000289334810631891,0.00692177893127062
"AT5G18730.1",1.78247856413611,-1.82039508501745,3.35084998743738,-0.543263676930409,0.586948269488035,NA
"AT5G67570.1",326.525302112784,-0.161652536535668,0.211620284136753,-0.763880160141952,0.444938661514561,0.937864219519778
"AT1G75310.1",215.084920151092,0.0321298098705164,0.816995153762127,0.0393268059456215,0.968629835089286,0.998632344408413
"AT1G75310.2",1600.52997125746,0.0267019855059846,0.114677794592647,0.232843556163894,0.815882889388384,0.995192718597623
"AT5G29054.1",0,NA,NA,NA,NA,NA
"AT2G27700.2",0,NA,NA,NA,NA,NA
"AT2G27700.1",0.346355305981665,0.566375140945928,4.07807079143424,0.138883106721827,0.889542520469082,NA
"AT1G02010.4",10.3573685938407,-0.96377409371511,2.29224854625752,-0.420449211447263,0.674157324314799,0.988883481791523
"AT1G02010.6",14.0804355535035,0.654351977632194,3.1880007623207,0.205254649047154,0.837373174466093,0.995192718597623
"AT1G02010.1",26.8876556531343,-3.13809087115698,2.91320048983033,-1.07719701479926,0.281392258644771,0.824886818186599
"AT1G02010.5",42.4157093837219,0.870757605729,1.55487485727648,0.56001780571217,0.575467292632307,0.973905428078066
"AT1G02010.2",36.1153546268883,0.230930717176014,0.773749811207768,0.298456573211369,0.765354716097822,0.994811579342181
"AT1G02010.3",7.18349826958004,-6.01755168143037,3.9118904860647,-1.53827202036117,0.123982117946218,0.614432602482997
"AT1G47900.1",220.595747590592,0.0634177382092226,0.329937655497538,0.192211277350535,0.847576712559509,0.995192718597623
"AT1G47900.3",65.4226768942107,-1.49182283316551,1.60331348896638,-0.930462347776575,0.352131750267247,0.884048797732195
"AT1G47900.2",19.7707769752402,22.1875340569025,3.90947320505978,5.67532577744405,NA,NA
"AT5G57625.1",0.604717908898018,1.55751950496254,4.02720982323001,0.386749033034822,0.698942012261543,NA
"AT4G02725.1",100.768218929638,0.553016698658616,0.626274253955431,0.883026398045052,0.377222008887109,0.901727622872271
"AT4G02725.2",24.8070334277983,-0.19955277924254,1.48687848063399,-0.134209205285864,0.89323714700294,0.995192718597623
"AT1G14315.2",0.997837321684726,-1.91629286365276,3.51986030289619,-0.544422988058931,0.586150430286153,NA
"AT1G14315.1",0.150605038900079,-0.395394427254803,4.07807121369329,-0.0969562340959503,0.92276115076738,NA
"AT5G66440.1",65.4795804404481,-0.457136790592325,0.390688819339161,-1.17007901932172,0.241969170796664,0.782578231197726
"AT4G35440.2",0,NA,NA,NA,NA,NA
"AT4G35440.1",6.50925104018248,-0.0535218600208134,1.54616816924617,-0.0346158077015049,0.972386096331093,0.99908316079116
"AT3G52460.1",62.1210346301075,-0.237933087055106,0.355372808705346,-0.669530929847777,0.503156857328282,0.956968704575556
"AT4G26240.1",204.936369924459,-0.0408913048597475,0.253648949099272,-0.161212199005578,0.871926273374221,0.995192718597623
"AT3G55380.2",83.126384675665,-1.04954168611832,0.416708835320356,-2.51864514778396,0.0117807316628826,0.143883909384938
"AT3G55380.1",130.979336760065,0.743887264220727,0.504273589288481,1.47516602102905,0.140167914230801,0.648251973854932
"AT2G16953.1",0.195750267081586,1.54547294107226,4.0804728567969,0.378748491978803,0.704874639962991,NA
"AT2G22320.1",0.186137718772303,-0.932923208416066,4.06039221624708,-0.229761845341715,0.818276834567649,NA
"AT1G26760.1",2.04617353929117,-2.0673010572886,2.0640884638209,-1.00155642237434,0.316557876725653,NA
"AT1G05250.1",19.4235269623826,1.1025486531306,1.1149710062236,0.988858586435294,0.322732335156261,0.86285258020704
"AT3G44560.1",1.34382101390196,-2.39994724197616,2.2297901825797,-1.07631079404951,0.281788282812897,NA
"AT3G44560.2",0,NA,NA,NA,NA,NA
"AT3G44560.3",0,NA,NA,NA,NA,NA
"AT1G67260.3",0,NA,NA,NA,NA,NA
"AT1G67260.2",0,NA,NA,NA,NA,NA
"AT1G67260.1",0,NA,NA,NA,NA,NA
"AT4G31950.1",2758.48498912549,-0.0438809532100933,0.209409889370973,-0.209545754223467,0.834022221382549,0.995192718597623
"AT5G51680.1",174.504535837199,1.29081585503346,0.390581129773946,3.30485975034312,0.000950239376384665,0.0188450371397793
"AT4G10925.1",93.8918562297474,-1.13513146710747,1.4524290916142,-0.781540023992432,0.434484946134123,0.933269456606577
"AT4G10925.5",34.9744688497847,-1.15854810745071,2.20237069171584,-0.526045915798171,0.598856305002235,0.979267197309729
"AT4G10925.4",37.6776413124126,-0.504429484725672,0.647808770204209,-0.778670354473065,0.43617392366243,0.934135237324964
"AT4G10925.2",10.7131888275269,1.1291611637761,3.74403258970668,0.301589565988411,0.762964962984933,0.994811579342181
"AT4G10925.3",56.4420364316791,1.66386818215241,1.54855063505919,1.07446805062904,0.282612956843818,0.826654675917683
"AT3G56520.1",0,NA,NA,NA,NA,NA
"AT1G24575.1",13.8375707289086,0.0109365555978664,1.45991392322835,0.00749123316372105,0.994022916621578,0.99967184999232
"AT4G31690.1",0.216550290871337,1.54547294107226,4.0804728567969,0.378748491978803,0.704874639962991,NA
"AT1G12790.1",36.2528359245346,0.218904156626127,0.734910245128126,0.297865158469743,0.765806081049102,0.994811579342181
"AT4G34640.1",319.921308312561,0.145280186132223,0.137003214082532,1.06041443702704,0.288956097064643,0.832285949441185
"AT4G34640.2",103.977244474489,1.27086102681556,0.438911066715101,2.89548640531428,0.00378571427110527,0.0589750843417628
"AT4G03340.2",20.6119917866121,-0.0360086974638958,3.17809497117367,-0.0113302773486966,0.990959940054169,0.99967184999232
"AT4G03340.1",318.741264211686,-0.676755998239293,0.253586237935856,-2.66874103164256,0.00761361282445581,0.102214250221079
"AT2G37260.1",240.31446543527,0.412933806964171,0.204537075666588,2.01887020051702,0.043500712222573,0.352143721044539
"AT2G37260.2",46.0101002276378,1.05595573403702,0.950921795677907,1.11045486478121,0.266803067307074,0.810032340519071
"AT2G37260.3",8.79228283370147,0.51333149359622,2.31552234024477,0.221691445024865,0.824554090297382,0.995192718597623
"AT5G54610.1",0.243673898286231,-1.16490032004456,4.04932023695516,-0.287677993311908,0.773593237020923,NA
"AT3G27970.1",1.50406796622791,-3.76545626414918,2.73808307230339,-1.3752162241672,0.169064419871197,NA
